name,slug,rating,roaster,location,origin,roast,cost_12oz,review_date,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3,Location_Latitude,Location_Longitude,Origin_Latitude,Origin_Longitude,Blend/Single Origin
Kenya Machakos AA Top Washed,https://www.coffeereview.com/review/kenya-machakos-aa-top-washed/,96,Buon Caffe,"Taipei, Taiwan","Machakos County, Kenya",Light,19.63,23-Nov,9,9,9,10,9,,"Complex, integrated, harmonious. Early girl tomato, chamomile, lemongrass, calamansi, star jasmine in aroma and cup.  Sweet-savory structure with sparkling acidity; satiny, buoyant mouthfeel. Deep-toned, multi-layered finish that fulfills the promise of the cup.","This exceptional coffee was selected as the No. 23 coffee on Coffee Review’s list of the Top 30 Coffees of 2023. Produced by smallholding farmers, from trees of the SL28 and SL34  varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. ","A punchy, high-toned, richly umami Kenya cup that hits all the right notes: juicy, deep, floral and sweetly herbaceous.Explore Similar CoffeesClick here for more reviews from Buon CaffeClick here for more information about coffees from KenyaVisit Buon Caffe ",25.0375198,121.5636796,-1.51667,37.26667,Single Origin
Costa Rica Hacienda Copey Black Honey,https://www.coffeereview.com/review/costa-rica-hacienda-copey-black-honey/,93,Bargain Cafe,"Taitung, Taiwan","Tobosi, Cartago Province, Costa Rica",Light,19.6,24-May,9,8,9,9,8,,"Gently fruity, richly sweet. Goji berry, amber, cocoa nib, tangerine, lilac in aroma and cup. Delicate, round acidity; syrupy, viscous mouthfeel. Cocoa-toned finish supported by rich amber impulses.","Produced at Hacienda Copey, entirely of the Villa Sarchi variety of Arabica, and processed by the black honey method, in which the skins are removed from the fruit but virtually all of the pulp is allowed to dry on the beans, often resulting in a deep, pungent profile. Bargain Cafe is a specialty coffee roaster in Taitung, Taiwan. Visit www.bargain-cafe.com for more information. ","A delicately perfumed, very sweet black honey-processed Costa Rica with an especially plush body.Explore Similar CoffeesClick here for more reviews from Bargain CafeClick here for more information about coffees from Costa RicaVisit Bargain Cafe ",22.7560447,121.1456538,9.8384998,-83.9854893,Single Origin
Ethiopia Guji Violet Love Natural,https://www.coffeereview.com/review/ethiopia-guji-violet-love-natural/,93,Bargain Cafe,"Taitung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,19.6,24-Feb,9,9,8,9,8,,"Sweetly fruit-toned. Ripe blueberry, honey, cashew butter, lemon balm, baking chocolate in aroma and cup. Sweet-toned structure with juicy-bright acidity; lightly satiny, smooth mouthfeel. The finish is centered around notes of honey and cashew.","Produced by smallholding farmers, from trees of local heirloom varieties of Arabica, and processed by the natural method (dried in the whole fruit). Bargain Cafe is a specialty coffee roaster in Taitung, Taiwan. Visit shopee.tw/iamjiter for more information.","A natural-processed Ethiopia with especially high-toned acidity, anchored by blueberry and chocolate notes.Explore Similar CoffeesClick here for more reviews from Bargain CafeClick here for more information about coffees from EthiopiaVisit Bargain Cafe ",22.7560447,121.1456538,5.521122,39.165001,Single Origin
Ethiopia Sidamo Wild Rose Anaerobic Washed,https://www.coffeereview.com/review/ethiopia-sidamo-wild-rose-anaerobic-washed/,93,Bargain Cafe,"Taitung, Taiwan","Sidamo growing region, south-central Ethiopia",Light,19.6,23-Nov,9,9,8,9,8,,"High-toned, citrusy. Sweet lime, baking chocolate, gardenia, brown sugar, sandalwood in aroma and cup. Brightly sweet-tart structure with vibrant acidity; crisp, lightly satiny mouthfeel. Cocoa-toned finish with notes of lime and brown sugar.","Produced by smallholding farmers, from trees of local heirloom varieties of Arabica, and processed at Daye Bensa Washing Station by the anaerobic washed method, in which the fermentation step occurs in a hermetically sealed vessel before the beans are washed and dried. Bargain Cafe is a specialty coffee roaster in Taitung, Taiwan. Visit https://shopee.tw/iamjiter for more information.","A juicy, citrus-driven Ethiopia washed anaerobic with undertones of rich sandalwood and spicy florals.Explore Similar CoffeesClick here for more reviews from Bargain CafeClick here for more information about coffees from EthiopiaVisit Bargain Cafe ",22.7560447,121.1456538,6.8475,39.4531,Single Origin
Uislandscafe Classic Espresso,https://www.coffeereview.com/review/uislandscafe-classic-espresso/,91,Uislandscafe,"Hsinchu City, Taiwan",Brazil; Colombia; Ethiopia,Medium-Light,19.6,23-Mar,8,,8,9,7,9,"Evaluated as espresso. Crisply chocolaty, deep-toned. Baking chocolate, date, cashew, orange zest, molasses in aroma and small cup. Crisply smooth mouthfeel; gently drying finish with notes of orange zest and cashew. In cappuccino-scaled milk, baking chocolate predominates, supported by cashew and orange zest.","A blend of coffees from Brazil, Colombia and Ethiopia, roasted for espresso applications. Uislandscafe is a roastery in Hsinchu City, Taiwan that offers high-quality specialty coffee. For more information, visit www.u-island.com or email [email protected].","An old-school espresso blend, heavy on Brazil, with a crisp chocolaty backbone and sweet nut tones throughout.Explore Similar CoffeesClick here for more reviews from Uislandscafe ",24.791708,120.987171,7.996115,38.896778,Blend
5S Select Coffee Bean,https://www.coffeereview.com/review/5s-select-coffee-bean/,93,Belray Coffee,"Shanghai, China",Ethiopia; Brazil; Guatemala; Colombia,Medium,19.6,21-Mar,9,,8,9,8,9,"Evaluated as espresso. Balanced, deeply sweet, chocolaty. Dark chocolate, slightly scorched cedar, apricot, orange zest, lily in aroma and small cup. Crisp, syrupy mouthfeel; sweet, gently drying finish. In three parts milk, quite chocolaty and balanced with attractive cedar undertones.","A blend of coffees from Ethiopia, Brazil, Colombia and Guatemala, roasted for espresso brewing. Belray Coffee is a rapidly growing, quality-oriented coffee chain based in Shanghai, China. ","A chocolate-toned espresso blend supported by notes of gently smoky aromatic wood and richly sweet, lily-like florals.Explore Similar CoffeesClick here for more reviews from Belray Coffee ",31.2323437,121.4691024,3.23386,-76.23083,Blend
Ethiopia Banko Gotiti,https://www.coffeereview.com/review/ethiopia-banko-gotiti-5/,94,Hutu Cafe Roastery,"Taipei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Light,19.5,23-Nov,9,9,9,9,8,,"Citrusy, richly spice-toned. Bergamot, lemongrass, nutmeg, almond, cocoa nib in aroma and cup. Sweetly tart, high-toned acidity; lush, silky mouthfeel. Finish consolidates to notes of bergamot and cocoa nib.","Produced by smallholding farmers, from trees of heirloom varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Hutu Cafe Roastery is a specialty coffee roaster based in Taipei, Taiwan. Visit Hutu Coffee at Myship for more information.","A delicately perfumed, balanced washed Ethiopia cup with notes of bergamot and sweet, citrusy herb notes throughout the profile, with crisp cocoa nib undertones.Explore Similar CoffeesClick here for more reviews from Hutu Cafe RoasteryClick here for more information about coffees from EthiopiaVisit Hutu Cafe Roastery ",25.0375198,121.5636796,13.249606,39.520505,Single Origin
Ethiopia Banko Gotiti,https://www.coffeereview.com/review/ethiopia-banko-gotiti-2/,94,PT's Coffee Roasting Co.,"Topeka, Kansas","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,19.5,20-Oct,9,9,9,9,8,,"Delicate, spice-toned, richly aromatic. Narcissus-like flowers, cocoa nib, peach, lemon verbena, a hint of eucalyptus wood in aroma and cup. High-toned, vibrant acidity; full, syrupy mouthfeel. The deep, cocoa-toned finish centers around notes of narcissus and peach.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-JAVA for more information.","A delicate, spice-forward washed Yirgacheffe cup with deep, sweet-herbal aromatics.Explore Similar CoffeesClick here for more reviews from PT's Coffee Roasting Co.Click here for more information about coffees from EthiopiaVisit PT's Coffee Roasting Co. ",39.049011,-95.677556,6.2,38.2333,Single Origin
Ethiopia Banko Gotiti,https://www.coffeereview.com/review/ethiopia-banko-gotiti-3/,94,Bird Rock Coffee Roasters,"San Diego, California","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,19.5,20-Oct,9,9,9,9,8,,"Complex, intricate, deeply sweet. Star jasmine, cocoa nib, nectarine, frankincense, spearmint in aroma and cup. Bright, juicy acidity; plush, velvety mouthfeel. Resonant, flavor-saturated finish leads with notes of star jasmine and nectarine, balanced by suggestions of crisp cocoa.",Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.,"An elegant, crisply sweet, floral-driven washed Yirgacheffe cup anchored by deep cocoa suggestions.Explore Similar CoffeesClick here for more reviews from Bird Rock Coffee RoastersClick here for more information about coffees from Ethiopia ",32.7174202,-117.162772,6.2,38.2333,Single Origin
Ethiopia Banko Gotiti,https://www.coffeereview.com/review/ethiopia-banko-gotiti-4/,93,Old World Coffee Roasters,"Reno, Nevada","Gedeb District, Gedeo Zone, southern Ethiopia",Light,19.5,23-Feb,9,9,8,9,8,,"Richly floral, subtly complex. Star jasmine, cocoa nib, apricot, almond butter, cedar in aroma and cup. Sweet-toned structure with floral acidity; crisp, silky mouthfeel. The resonant finish centers around notes of cocoa nib and almond butter.","Produced by smallholding-farmer members Banko Gotiti Cooperative located in the village of Banko Gotiti in the southern district of Gedeb, Ethiopia, from selections of indigenous landrace varieties of Arabica long grown in the region, and processed by the traditional washed method (fruit skin and pulp removed before drying). Old World Coffee Roasters is a specialty coffee roaster with cafes in Reno and Carson City, Nevada. Visit OldWorldCoffeeRoasters.com for more information.","A classic Ethiopia cup — juicy, brightly sweet, freshly floral, cocoa-toned — balanced and inviting.Explore Similar CoffeesClick here for more reviews from Old World Coffee RoastersClick here for more information about coffees from EthiopiaVisit Old World Coffee Roasters ",39.5261206,-119.8126581,13.249606,39.520505,Single Origin
Ethiopia Banko Gotiti,https://www.coffeereview.com/review/ethiopia-banko-gotiti-6/,93,Kafe Coffee Roastery,"Zhubei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Light,19.5,24-Jul,9,9,8,9,8,,"Crisply sweet, gently tart. Apricot, almond butter, plumeria, tangerine, elm in aroma and cup. Balanced, sweet-toned acidity; velvety-smooth mouthfeel. Almondy finish with hints of tangerine and elm.","Produced by smallholding farmers, entirely of landrace selections of Arabica long grown in the region, and processed by the traditional washed method (fruit skin and pulp removed before drying). Kafe Coffee Roastery is a specialty roaster based in Zhubei, Taiwan. Visit shopee.tw/zengkaochen for more information.","A stone fruit-driven, classic washed Ethiopia supported by notes of rich florals, sweet nuts, and complex citrus.Explore Similar CoffeesClick here for more reviews from Kafe Coffee RoasteryClick here for more information about coffees from EthiopiaVisit Kafe Coffee Roastery ",24.839682,121.0040779,13.249606,39.520505,Single Origin
Double Happiness by Brandon Jew,https://www.coffeereview.com/review/double-happiness-by-brandon-jew/,93,Equator Coffees,"San Rafael, California","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,19.5,24-Aug,9,9,8,9,8,,"Sweet-toned, multi-layered. Apricot, almond, cocoa nib, lemon verbena, maple syrup in aroma and cup. Gently bright, balanced acidity; delicate, silky mouthfeel. Sweetly herbaceous finish supported by cocoa nib.","Produced by the Hassen family at their estate farm in the Guji Zone of southern Ethiopia from distinctive landrace selections of Arabica long grown in the region. This version is processed by the traditional washed method (fruit skin and pulp removed before drying). Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and Southern California and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.","Designed in collaboration with Brandon Jew, chef of Mr. Jiu’s, this S.O. washed Ethiopia is — dare we say? — tea-like in nature with its delicate stone fruit and sweet herb throughlines.Explore Similar CoffeesClick here for more reviews from Equator CoffeesClick here for more information about coffees from EthiopiaVisit Equator Coffees ",37.9747795,-122.5316686,5.76454,38.912,Single Origin
