Blend/Single Origin,Country of Origin,Country of Origin Mod,Desc 1,Desc 2,Desc 3,location City,Location Country,Location State,Name,Origin,Review Date,Roast,Roaster,Slug,Acid,Aftertaste,Aroma,Body,Cost 12Oz,Flavor,Latitude,Location Latitude,Location Longitude,Longitude,Origin Latitude,Origin Longitude,Rating,Selected Measure,With Milk
Single Origin,Peru,Peru,"High-toned, floral and chocolaty. Dark chocolate, narcissus, almond, brown sugar, apricot in aroma and cup. Sweetly tart with bright acidity; satiny-smooth mouthfeel. The finish centers around notes of dark chocolate and narcissus.",Produced by Roxana Rangel from trees of the Yellow Caturra and Typica varieties of Arabica and processed by the washed method (fruit skin and flesh are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A very sweet, floral-toned coffee with a chocolate throughline. This is a micro-lot produced at a woman-owned farm.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from PeruVisit JBC Coffee Roasters ",Madison,USA,Wisconsin,Rayo del Sol,"Panchia, Tabaconas, Cajamarca Region, Peru",21-Feb,Medium-Light,JBC Coffee Roasters,https://www.coffeereview.com/review/rayo-del-sol/,9,8,9,8,18,9,43.074761,43.074761,-89.3837613,-89.3837613,-5.3160315,-79.2831531,86,86,
Single Origin,Peru,Peru,"Floral, chocolate-toned. Dark chocolate, honeysuckle, pistachio, cedar, apricot in aroma and cup. Sweetly tart with juicy, balanced acidity; velvety-smooth mouthfeel. The finish is all about dark chocolate and pistachio.",Produced by Roxana Rangel from trees of the Yellow Caturra and Typica varieties of Arabica and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A woman-farmed Peru, lush, floral and deep-toned in the cup.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from PeruVisit JBC Coffee Roasters ",Madison,USA,Wisconsin,Rayo del Sol Peru,"Panchia, Tabaconas, Cajamarca Department, Peru",22-Apr,Medium-Light,JBC Coffee Roasters,https://www.coffeereview.com/review/rayo-del-sol-peru/,9,8,9,8,19.5,9,43.074761,43.074761,-89.3837613,-89.3837613,-5.3160315,-79.2831531,86,86,
Single Origin,Philippines,Philippines,"Sweetly pungent with savory undertones. Lychee, marjoram, cocoa nib, freesia-like flowers, roasted almond in aroma and cup. Crisply sweet structure with juicy acidity; smooth, satiny mouthfeel. Nutty, sweetly herbaceous finish.","Produced by Kalsada Coffee from trees of the Garnica variety of Arabica and processed by the anaerobic washed method (fermentation occurs in a hermetically sealed vessel). Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.",A deeply aromatic Philippines cup evoking tropical fruit and rich cocoa.Explore Similar CoffeesClick here for more reviews from Mostra CoffeeVisit Mostra Coffee,SanDiego,USA,California,Philippines Sitio Belis 1017,"Benguet, Philippines",22-Jun,Medium-Light,Mostra Coffee,https://www.coffeereview.com/review/philippines-sitio-belis-1017/,9,8,9,8,53,9,32.7174202,32.7174202,-117.162772,-117.162772,16.6211829,121.8763053,86,86,
Single Origin,Philippines,Philippines,"Balanced, richly sweet-tart. Apricot, cocoa nib, almond, lemon verbena, cedar in aroma and cup. Sweet structure with bright, juicy acidity; crisp, satiny mouthfeel. The finish consolidates to notes of cocoa-toned almond and lemon verbena.","Produced by Kalsada Coffee entirely of the Garnica variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.",An inviting washed Philippines cup with depth from cocoa notes and lift from stone fruit and sweet herbs.Explore Similar CoffeesClick here for more reviews from Mostra CoffeeVisit Mostra Coffee,SanDiego,USA,California,Philippines Sitio Belis Garnica,"Atok Benguet, northern Philippines",23-Jan,Medium-Light,Mostra Coffee,https://www.coffeereview.com/review/philippines-sitio-belis-garnica/,9,8,9,8,30,9,32.7174202,32.7174202,-117.162772,-117.162772,16.6284453,120.7693666,86,86,
Single Origin,Philippines,Philippines,"Delicately tropical. Lychee, ginger blossom, cocoa nib, amber, agave syrup in aroma and cup. Sweet, lively structure with juicy acidity; crisp, silky mouthfeel.
","Produced by Kalsada Coffee, from trees of the Typica and Bourbon varieties of Arabica, and processed by the anaerobic washed method (fermentation occurs in a hermetically sealed vessel). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An intriguing washed anaerobic cup from the Philippines, reflecting a growing specialty coffee trend in that country. Complex, juicy, tropical.Explore Similar CoffeesClick here for more reviews from Paradise RoastersVisit Paradise Roasters ",Minneapolis,USA,Minnesota,Philippines Sitio Belis,"Benguet, Philippines",21-Nov,Medium-Light,Paradise Roasters,https://www.coffeereview.com/review/philippines-sitio-belis/,9,8,9,8,40,9,44.9772995,44.9772995,-93.2654692,-93.2654692,16.6211829,121.8763053,86,86,
Single Origin,Rwanda,Rwanda,"Bright, sweetly tart, cocoa-toned. Cocoa nib, Meyer lemon zest, nougat, red apple, almond in aroma and cup. Sweet-tart structure with crisp, high-toned acidity; silky-smooth mouthfeel. The finish consolidates to notes of cocoa-toned nougat and almond.","Produced by members of the Sholi Cooperative, half of whom are women, entirely of Bourbon-related varieties of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","An inviting, high-toned Rwanda cup with especially vibrant, juicy acidity. Explore Similar CoffeesClick here for more reviews from Temple Coffee RoastersClick here for more information about coffees from RwandaVisit Temple Coffee Roasters ",Sacramento,USA,California,Rwanda Sholi,"Muhanga District, Southern Province, Rwanda",21-Mar,Medium-Light,Temple Coffee Roasters,https://www.coffeereview.com/review/rwanda-sholi/,9,8,9,8,19,9,38.5810606,38.5810606,-121.493895,-121.493895,-1.93837895,29.72600346,86,86,
Single Origin,Rwanda,Rwanda,"Bright, zesty, floral-toned. Tangerine, narcissus, cocoa nib, palm sugar, cedar in aroma and cup. High-toned, citric acidity; gently satiny mouthfeel. Cocoa-toned tangerine notes lead in the finish, supported by hints of narcissus.","Produced by smallholding farmers of the Dukunde Kawa Cooperative, entirely of the Bourbon variety of Arabica, and processed by the triple-washed anaerobic method (the fermentation step occurs in a hermetically sealed vessel) at the Mbilima Washing Station. Certified USDA Organic and Fair Trade. SkyTop Coffee is a USDA-certified organic specialty coffee roaster based in Manlius, New York. For more information, visit skytopcoffee.com.","A complex, citrusy, floral-driven washed anaerobic Rwanda — juicy, bright, inviting.Explore Similar CoffeesClick here for more reviews from SkyTop CoffeeClick here for more information about coffees from RwandaVisit SkyTop Coffee ",Manlius,USA,New York,Rwanda Crown Jewel Akanduga,"Gakenke District, Rwanda",24-May,Medium-Light,SkyTop Coffee,https://www.coffeereview.com/review/rwanda-crown-jewel-akanduga/,9,8,9,8,30,9,43.0020107,43.0020107,-75.9768632,-75.9768632,-1.672071,29.781385,86,86,
Single Origin,Rwanda,Rwanda,"Bright, balanced, citrusy. Tangerine, almond butter, apple blossom, baking chocolate, cedar in aroma and cup. Sweet-toned structure with high-toned acidity; delicate, satiny mouthfeel. The nut- and citrus-toned finish is supported by crisp baking chocolate.","Produced by smallholding farmers near the Nyakibanda Washing Station entirely of the Red Bourbon variety of Arabica, and processed by a traditional variation on the washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","An engaging, confident Rwanda cup: crisply chocolaty, delicately floral, citrus-driven.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from RwandaVisit JBC Coffee Roasters ",Madison,USA,Wisconsin,Nyakibanda Rwanda,"Nyakibanda, Huye, Rwanda",22-Apr,Medium-Light,JBC Coffee Roasters,https://www.coffeereview.com/review/nyakibanda-rwanda/,9,8,9,8,18,9,43.074761,43.074761,-89.3837613,-89.3837613,-2.6564213,29.6943783,86,86,
Single Origin,Thailand,Thailand,"Deep-toned, very sweet. Raspberry, strawberry, grape, fresh-cut fir, agave syrup in aroma and cup. Richly sweet structure with gentle, round acidity; velvety-smooth mouthfeel. Aromatic wood-framed finish with undertones of berry mélange.","Produced by the Merlaeku family of Beanspire Farm from trees of the Typica, Yellow Catuaí and Chiang Mai 80 varieties of Arabica and processed by the natural method (dried in the whole fruit). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An unabashedly fruit-forward coffee, redolent of a whole range of sweet berries. Deeply floral as well. Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from ThailandVisit Paradise Roasters ",Minneapolis,USA,Minnesota,Thailand Pink Valley Natural,"Chiang Rai Province, Thailand",21-Mar,Medium-Light,Paradise Roasters,https://www.coffeereview.com/review/thailand-pink-valley-natural/,9,8,9,8,24.95,9,44.9772995,44.9772995,-93.2654692,-93.2654692,19.7589517,99.6734592,86,86,
Single Origin,USA,USA (Hawaii),"Bright, balanced, richly sweet. Dark chocolate, narcissus, Meyer lemon, thyme, apricot in aroma and cup. Juicy-bright acidity; crisp, satiny mouthfeel. Dark chocolate is the throughline in the satisfying finish.","This 100% Ka’u coffee was developed by Lorie Obra of Rusty’s, one of Ka‘ū’s best-known and most celebrated farms. Produced from trees of the Typica variety of Arabica and processed by the washed method (fruit skin and pulp removed before drying). Visit www.rustyshawaiian.com or call 808-928-8916 for more information. ","A pleasing, chocolaty, floral-toned washed Ka‘ū cup with pretty notes of citrus, stone fruit and sweet herbs.Explore Similar CoffeesClick here for more reviews from Rusty's HawaiianClick here for more information about coffees from HawaiiVisit Rusty's Hawaiian ",Pahala,USA,Hawaii,Ka‘ū Classic Medium Roast,"Ka‘ū growing district, Big Island of Hawai’i",24-Apr,Medium-Light,Rusty's Hawaiian,https://www.coffeereview.com/review/kau-classic-medium-roast-2/,9,8,9,8,35.14,9,30.829423,30.829423,-82.609586,-82.609586,,,86,86,
Single Origin,USA,USA (Hawaii),"Crisply sweet, caramelly. Dark caramel, guava, narcissus, oak, orange zest in aroma and cup. Bright, balanced acidity; lightly satiny mouthfeel. Orange zest and dark caramel are foregrounded in the finish.","Produced at Darnall Estate, entirely of the Kona Typica variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops a single, oval bean rather than the usual pair of flat-sided beans. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit paradiseroasters.com or call (808) 498-4048 for more information. ","A very sweet, harmonious traditionally washed Kona with pretty floral notes throughout the profile.Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from HawaiiVisit Paradise Roasters ",HIlo,USA,Hawaii,Hawai’i Kona Peaberry Darnall Estate,"Holualoa, Kona, Big Island of Hawai’i",24-Feb,Medium-Light,Paradise Roasters,https://www.coffeereview.com/review/hawaii-kona-peaberry-darnall-estate/,9,8,9,8,90,9,19.7073734,19.7073734,-155.08158,-155.08158,,,86,86,
